Name;Value;Language
"abt__ut2.settings.product_list.product_variations_group";"""Product variations"" add-on";"ar"
"abt__ut2.settings.product_list.product_variations_group_description";"Settings of functionality of the add-on in products lists";"ar"
"abt__ut2.settings.product_list.short_list.ab__s_pictogram_position";"AB: Stickers: Display pictograms";"ar"
"abt__ut2.settings.product_list.short_list.ab__s_pictogram_position.variants.n";"Do not display";"ar"
"abt__ut2.settings.product_list.short_list.ab__s_pictogram_position.variants.position_1";" ";"ar"
"abt__ut2.settings.product_list.short_list.image_height";"Product icon height";"ar"
"abt__ut2.settings.product_list.short_list.image_height.tooltip";"Icon height in product lists with the ""Compact list"" template, individually for each device type";"ar"
"abt__ut2.settings.product_list.short_list.image_width";"Product icon width";"ar"
"abt__ut2.settings.product_list.short_list.image_width.tooltip";"Icon width in product lists with the ""Compact list"" template, individually for each device type";"ar"
"abt__ut2.settings.product_list.short_list.show_amount";"Show availability status";"ar"
"abt__ut2.settings.product_list.short_list.show_amount.tooltip";"Allow to display the availability status of a product (In stock, Out of stock, Pre-order)";"ar"
"abt__ut2.settings.product_list.short_list.show_button";"Show ""Add to cart"" button";"ar"
"abt__ut2.settings.product_list.short_list.show_button.tooltip";"Allow the display of the ""Add to cart"" buttons";"ar"
"abt__ut2.settings.product_list.short_list.show_button_add_to_cart";"Show ""Add to Cart"" button";"ar"
"abt__ut2.settings.product_list.short_list.show_button_add_to_cart.tooltip";"Allow to display ""Add to Cart"" button";"ar"
"abt__ut2.settings.product_list.short_list.show_button_add_to_cart.variants.icon";"Icon of the Cart only (simplified version)";"ar"
"abt__ut2.settings.product_list.short_list.show_button_add_to_cart.variants.icon_and_text";"Icon of the Cart and text";"ar"
"abt__ut2.settings.product_list.short_list.show_button_add_to_cart.variants.icon_button";"Icon of the Cart only";"ar"
"abt__ut2.settings.product_list.short_list.show_button_add_to_cart.variants.none";"Don't display";"ar"
"abt__ut2.settings.product_list.short_list.show_button_add_to_cart.variants.text";"Text only";"ar"
"abt__ut2.settings.product_list.short_list.show_button_compare";"Show ""Add to comparison list"" button";"ar"
"abt__ut2.settings.product_list.short_list.show_button_compare.tooltip";"Allow the display of the ""Add to comparison list"" button";"ar"
"abt__ut2.settings.product_list.short_list.show_button_quick_view";"Show ""Quick view"" button";"ar"
"abt__ut2.settings.product_list.short_list.show_button_quick_view.tooltip";"Allow the display of the ""Quick view"" button";"ar"
"abt__ut2.settings.product_list.short_list.show_button_wishlist";"Show ""Add to wishlist"" button";"ar"
"abt__ut2.settings.product_list.short_list.show_button_wishlist.tooltip";"Allow the display of the ""Add to wishlist"" button";"ar"
"abt__ut2.settings.product_list.short_list.show_qty";"Show quantity changer";"ar"
"abt__ut2.settings.product_list.short_list.show_qty.tooltip";"Allow the display of the quantity selection field";"ar"
"abt__ut2.settings.product_list.short_list.show_sku";"Show product code (Sku)";"ar"
"abt__ut2.settings.product_list.short_list.show_sku.tooltip";"Allow product code (Sku) showing";"ar"
"abt__ut2.settings.product_list.short_list.show_two_columns";"Display products in two columns";"ar"
"abt__ut2.settings.product_list.short_list_group";"Settings for ""Compact list"" product list view";"ar"
"abt__ut2.settings.product_list.short_list_group_description";"Settings for ""Compact list"" product list view. Pay attention to the presence of addon-dependent settings. Some settings allow managing functionality elements output for different devices separately";"ar"
"abt__ut2.settings.product_list.show_cart_status";"Display statuses for ""Add to cart"" button";"ar"
"abt__ut2.settings.product_list.show_cart_status.tooltip";"Allows to display the status of the cart (number of the added products) for the ""Add to cart"" button";"ar"
"abt__ut2.settings.product_list.show_cart_status.variants.check-icon";"Icon";"ar"
"abt__ut2.settings.product_list.show_cart_status.variants.counter";"Number of products";"ar"
"abt__ut2.settings.product_list.show_cart_status.variants.not-show";"Do not display";"ar"
"abt__ut2.settings.product_list.show_favorite_compare_status";"Display statuses for buttons ""Add to wish list"", ""Add to comparison list""";"ar"
"abt__ut2.settings.product_list.show_favorite_compare_status.tooltip";"Allows to display the status of the added product for the buttons ""Add to wish list"", ""Add to comparison list""";"ar"
"abt__ut2.settings.product_list.show_gallery";"Show product mini icons gallery in the product list";"ar"
"abt__ut2.settings.product_list.show_gallery.tooltip";"Activates the option of scrolling the product photos mini gallery in the lists. Applies only to the product list with the ""Grid"" output template";"ar"
"abt__ut2.settings.product_list.show_rating";"Display empty stars of product rating";"ar"
"abt__ut2.settings.product_list.show_rating.tooltip";"Allows to display empty stars at products without rating";"ar"
"abt__ut2.settings.product_list.show_rating_num";"Display common value of product rating";"ar"
"abt__ut2.settings.product_list.show_rating_num.tooltip";"Allows to display common value of product rating, changes the view of product rating stars";"ar"
"abt__ut2.settings.product_list.show_you_save";"Show ""You save""";"ar"
"abt__ut2.settings.product_list.show_you_save.tooltip";"Shows information about savings (amount of your savings)";"ar"
"abt__ut2.settings.product_list.show_you_save.variants.full";"Full";"ar"
"abt__ut2.settings.product_list.show_you_save.variants.none";"Do not display";"ar"
"abt__ut2.settings.product_list.show_you_save.variants.short";"Short";"ar"
"abt__ut2.settings.product_list.small_items.lines_number_in_name_product";"Number of lines in the product name";"ar"
"abt__ut2.settings.product_list.small_items.lines_number_in_name_product.variants.1";"1";"ar"
"abt__ut2.settings.product_list.small_items.lines_number_in_name_product.variants.2";"2";"ar"
"abt__ut2.settings.product_list.small_items.lines_number_in_name_product.variants.3";"3";"ar"
"abt__ut2.settings.product_list.small_items.lines_number_in_name_product.variants.4";"4";"ar"
"abt__ut2.settings.product_list.small_items.show_amount";"Show availability status";"ar"
"abt__ut2.settings.product_list.small_items.show_amount.tooltip";"Allow to display the availability status of a product (In stock, Out of stock, Pre-order)";"ar"
"abt__ut2.settings.product_list.small_items.show_button_add_to_cart";"Show ""Add to Cart"" button";"ar"
"abt__ut2.settings.product_list.small_items.show_button_add_to_cart.tooltip";"Allow to display ""Add to Cart"" button";"ar"
"abt__ut2.settings.product_list.small_items.show_button_add_to_cart.variants.icon";"Icon of the Cart only (simplified version)";"ar"
"abt__ut2.settings.product_list.small_items.show_button_add_to_cart.variants.icon_and_text";"Icon of the Cart and text";"ar"
"abt__ut2.settings.product_list.small_items.show_button_add_to_cart.variants.icon_button";"Icon of the Cart only";"ar"
"abt__ut2.settings.product_list.small_items.show_button_add_to_cart.variants.text";"Text only";"ar"
"abt__ut2.settings.product_list.small_items.show_qty";"Show quantity changer";"ar"
"abt__ut2.settings.product_list.small_items.show_qty.tooltip";"Allow the display of the quantity selection field";"ar"
"abt__ut2.settings.product_list.small_items.show_sku";"Show product code (Sku)";"ar"
"abt__ut2.settings.product_list.small_items.show_sku.tooltip";"Allow product code (Sku) showing";"ar"
"abt__ut2.settings.product_list.small_items_group";"Settings for ""Small Items"" product list view";"ar"
"abt__ut2.settings.product_list.small_items_group_description";"Settings for ""Small Items"" product list view. Pay attention to the presence of addon-dependent settings. Some settings allow managing functionality elements output for different devices separately";"ar"
"abt__ut2.settings.product_list_description";"Here are the product lists settings of the theme, that affect the output for all product blocks and product lists on categories, search, features pages. Note: blocks can have their own settings and not use selected parameters. The presence of the <i class=""icon-is-addon""></i> icon for the setting means, that it is dependent on the presence of an addon, that needs to be turned on";"ar"
"abt__ut2.settings.value";"Value for all devices";"ar"
"abt__ut2.settings.value.desktop";"Value for Desktop";"ar"
"abt__ut2.settings.value.mobile";"Value for Phone";"ar"
"abt__ut2.settings.value.tablet";"Value for Tablet";"ar"
"abt__ut2.settings.vendor";"Vendor";"ar"
"abt__ut2.settings.vendor.show_ask_question_link";"Display ""Ask a question"" link";"ar"
"abt__ut2.settings.vendor.show_ask_question_link.tooltip";"Allows customers to communicate with the vendor using chat. Depends on ""Ask seller a question"" addon";"ar"
"abt__ut2.settings.vendor.truncate_short_description";"Number of characters for vendor description";"ar"
"abt__ut2.settings.vendor.truncate_short_description.tooltip";"Allows you to limit the output of vendor short description, specify the number of displayed characters. To disable output, use the value ""0""";"ar"
"abt__ut2.settings.vendor_description";"Block with vendor information on the vendor's page";"ar"
"abt__ut2.sku_copy_status_fail";"Failed to copy SKU";"ar"
"abt__ut2.sku_copy_status_success";"Successed to copy SKU";"ar"
"abt__ut2.sort_by_absolute_vendor_rating_asc";"Sort by Vendor rating: Low to High";"ar"
"abt__ut2.sort_by_absolute_vendor_rating_desc";"Sort by Vendor rating";"ar"
"abt__ut2.sort_by_bestsellers_asc";"Bestselling: Low to High";"ar"
"abt__ut2.sort_by_bestsellers_desc";"Bestselling First";"ar"
